url_path,views_total,views_unique
/maziggy/bambuddy,3945,2160
/maziggy/bambuddy/issues,1260,290
/maziggy/bambuddy/releases,430,210
/maziggy/bambuddy/pulls,330,97
/maziggy/bambuddy/releases/tag/v0.2.4,170,129
/maziggy/bambuddy/blob/main/docker-compose.yml,159,94
/maziggy/bambuddy/blob/main/docs/images/proxy-mode-diagram.png,111,107
/maziggy/bambuddy/tree/main,79,55
/maziggy/bambuddy/tree/dev,75,25
/maziggy/bambuddy/releases/tag/v0.2.4b3,68,52
