url_path,views_total,views_unique
/maziggy/bambuddy,3744,1975
/maziggy/bambuddy/issues,1220,270
/maziggy/bambuddy/releases,441,204
/maziggy/bambuddy/pulls,382,97
/maziggy/bambuddy/blob/main/docker-compose.yml,133,82
/maziggy/bambuddy/releases/tag/v0.2.4,132,105
/maziggy/bambuddy/blob/main/docs/images/proxy-mode-diagram.png,105,103
/maziggy/bambuddy/tree/dev,80,26
/maziggy/bambuddy/tree/main,70,53
/maziggy/bambuddy/releases/tag/v0.2.4b3,68,52
