url_path,views_total,views_unique
/maziggy/bambuddy,4794,2612
/maziggy/bambuddy/issues,1492,347
/maziggy/bambuddy/releases,481,242
/maziggy/bambuddy/pulls,311,112
/maziggy/bambuddy/blob/main/docker-compose.yml,219,114
/maziggy/bambuddy/releases/tag/v0.2.4,184,138
/maziggy/bambuddy/releases/tag/v0.2.4.1,145,118
/maziggy/bambuddy/blob/main/docs/images/proxy-mode-diagram.png,124,119
/maziggy/bambuddy/tree/main,102,68
/maziggy/bambuddy/tree/main/slicer-api,94,54
