url_path,views_total,views_unique
/maziggy/bambuddy,5051,2723
/maziggy/bambuddy/issues,1735,411
/maziggy/bambuddy/releases,518,268
/maziggy/bambuddy/pulls,298,119
/maziggy/bambuddy/blob/main/docker-compose.yml,223,115
/maziggy/bambuddy/releases/tag/v0.2.4,188,139
/maziggy/bambuddy/releases/tag/v0.2.4.1,157,127
/maziggy/bambuddy/blob/main/docs/images/proxy-mode-diagram.png,130,125
/maziggy/bambuddy/releases/tag/v0.2.4.2,126,96
/maziggy/bambuddy/tree/main/slicer-api,120,69
