url_path,views_total,views_unique
/maziggy/bambuddy,3207,1545
/maziggy/bambuddy/issues,1097,243
/maziggy/bambuddy/releases,463,189
/maziggy/bambuddy/pulls,417,87
/maziggy/bambuddy/pull/1114,104,21
/maziggy/bambuddy/tree/dev,89,27
/maziggy/bambuddy/blob/main/docs/images/proxy-mode-diagram.png,86,83
/maziggy/bambuddy/releases/tag/v0.2.4b1,81,66
/maziggy/bambuddy/blob/main/docker-compose.yml,76,52
/maziggy/bambuddy/commits/dev,74,18
