url_path,views_total,views_unique
/maziggy/bambuddy,3102,1458
/maziggy/bambuddy/issues,1121,241
/maziggy/bambuddy/releases,460,188
/maziggy/bambuddy/pulls,419,86
/maziggy/bambuddy/pull/1114,114,22
/maziggy/bambuddy/tree/dev,92,27
/maziggy/bambuddy/commits/dev,86,18
/maziggy/bambuddy/blob/main/docs/images/proxy-mode-diagram.png,82,80
/maziggy/bambuddy/releases/tag/v0.2.4b1,80,65
/maziggy/bambuddy/blob/main/docker-compose.yml,65,49
